1,globalid,nhfr_uid,nhfr_facility_code,country,iso,state,lga,lga_name_disagreement,ward,ward_name_disagreement,facility_name,facility_name_source,ownership,ownership_type,facility_level,facility_level_option,latitude,longitude,geocoordinates_source,last_updated,x,y
1375,614f21c7-0617-4a46-a41e-301863ed7602,85966447,20/08/1/1/1/0002,Nigeria,NGA,Katsina,Dandume,0,Tumburka B,0,Barkan Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.3414166,7.2678666,GRID3_EHEALTH,11/11/2024,7.2678666,11.3414166
1376,cafc47c6-33d2-42ac-af67-9f463796732b,17047696,20/07/1/1/1/0012,Nigeria,NGA,Katsina,Dan Musa,0,Yantumaki A,0,Fafawa Health Post,NHFR_2024,Public,Unknown,Primary,Primary Health Center,12.2632973,7.531427,GRID3_EHEALTH,11/11/2024,7.531427,12.2632973
1377,2a1251a0-7984-4115-9f12-beb92ab79f64,74460018,20/07/1/1/1/0084,Nigeria,NGA,Katsina,Dan Musa,0,Yantumaki A,0,Kwarare Health Clinic,NHFR_2024,Public,Local Government,Primary,Health Post,12.2483005,7.5284985,GRID3_EHEALTH,11/11/2024,7.5284985,12.2483005
1378,9df070b5-37fb-449b-bbaf-668a953c4bdd,79131245,20/04/1/1/1/0010,Nigeria,NGA,Katsina,Baure,0,Babban Mutum,0,Daje Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.8218948,9.0336577,GRID3_EHEALTH,11/11/2024,9.0336577,12.8218948
1379,028d9dde-1f6e-4bb6-a1dc-5a9c4bea05a3,74656086,20/04/1/1/1/0051,Nigeria,NGA,Katsina,Baure,0,Yan Maulu,0,Dole Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.759959,8.8860073,GRID3_EHEALTH,11/11/2024,8.8860073,12.759959
1380,01dee12f-18a1-4d90-a723-a9fd7abaf621,21169556,20/04/1/1/1/0047,Nigeria,NGA,Katsina,Baure,0,Yan Maulu,0,Unguwar Fari Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.7102532,8.9205647,GRID3_EHEALTH,11/11/2024,8.9205647,12.7102532
1381,0c8376cd-281c-4a04-b8b9-af845929d0e9,63022349,20/04/1/1/1/0045,Nigeria,NGA,Katsina,Baure,0,Taraminawa Ward,0,Bare Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.7972234,8.9249978,GRID3_EHEALTH,11/11/2024,8.9249978,12.7972234
1382,9904c700-901b-47ce-bef5-affba4711745,77523729,20/04/1/1/1/0039,Nigeria,NGA,Katsina,Baure,0,Unguwar Rai,0,Yantsai Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.7388502,8.8346308,GRID3_EHEALTH,11/11/2024,8.8346308,12.7388502
1383,0a789ffd-0098-4c72-bbcf-c3e9802bc959,40569658,20/12/1/1/1/0029,Nigeria,NGA,Katsina,Dutsin-Ma,0,Karofi A,0,Rayi (Dutsin Ma) Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.43277167,7.55224,GRID3_EHEALTH,11/11/2024,7.55224,12.43277167
1384,9a58b589-d7ad-4fba-aeb2-34dc86a7c91a,65655330,20/12/1/1/1/0001,Nigeria,NGA,Katsina,Dutsin-Ma,0,Kutawa,0,Badole (Dutsin Ma) Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.394185,7.444918333,GRID3_EHEALTH,11/11/2024,7.444918333,12.394185
1385,f3208a1a-42af-45f2-b445-9c9dc943c7df,21874155,20/12/1/1/1/0026,Nigeria,NGA,Katsina,Dutsin-Ma,0,Dabawa,0,Matsani Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.47893833,7.446993333,GRID3_EHEALTH,11/11/2024,7.446993333,12.47893833
1386,0e3a05ba-bf2a-4d1a-b6d3-3a0a28474d62,59939253,20/15/1/1/1/0046,Nigeria,NGA,Katsina,Ingawa,0,Yandoma,0,Yandoma Comprehensive Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.7371939,8.0800267,GRID3_EHEALTH,11/11/2024,8.0800267,12.7371939
1387,359cda60-d96a-493e-83d7-7c00f4a8fb3b,77359879,20/08/1/1/1/0049,Nigeria,NGA,Katsina,Dandume,0,Mahuta C,0,Mai Tsats Tsaka Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.4597882,7.2918429,GRID3_EHEALTH,11/11/2024,7.2918429,11.4597882
1388,cc033c20-fbbe-4b00-a24d-0c94575116f7,38148813,20/01/1/1/1/0005,Nigeria,NGA,Katsina,Bakori,0,Tsiga,0,Babban Kofai Health Clinic,NHFR_2024,Public,Unknown,Primary,Primary Health Center,11.6457257,7.5252046,GRID3_EHEALTH,11/11/2024,7.5252046,11.6457257
1389,754a75f3-f9d0-49eb-99c8-88425b818f5d,44479675,20/23/1/1/1/0044,Nigeria,NGA,Katsina,Kusada,0,Kofa,0,Kyafau Health Clinic,NHFR_2024,Public,Local Government,Primary,Health Post,12.4587572,7.8620682,GRID3_EHEALTH,11/11/2024,7.8620682,12.4587572
1390,43d28c3f-64da-44df-8a33-206aa10cf200,44014565,20/29/1/1/1/0062,Nigeria,NGA,Katsina,Musawa,0,Musawa,0,Tsarika Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.06634124,7.6583879,GRID3_EHEALTH,11/11/2024,7.6583879,12.06634124
1391,d5234e40-1bfa-4920-a6a6-41d0625267b4,33021051,20/29/1/1/1/0038,Nigeria,NGA,Katsina,Musawa,0,Kurkujan B,0,Mararraban Musawa Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.11091247,7.74119657,GRID3_EHEALTH,11/11/2024,7.74119657,12.11091247
1392,6232df69-18e1-4335-9af2-442f377abf1d,76250068,20/29/1/1/1/0049,Nigeria,NGA,Katsina,Musawa,0,Tuge,0,Tsabe Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.00237356,7.58279931,GRID3_EHEALTH,11/11/2024,7.58279931,12.00237356
1393,443b818d-159d-492c-bf01-707533b5663e,17615553,20/23/1/1/1/0023,Nigeria,NGA,Katsina,Kusada,0,Dudunni,0,Makadawa Health Clinic,NHFR_2024,Public,Local Government,Primary,Health Post,12.5873952,7.9532007,GRID3_EHEALTH,11/11/2024,7.9532007,12.5873952
1394,2e2b1e9d-1472-496a-b7b8-8946b17b33d8,74802971,20/23/1/1/1/0038,Nigeria,NGA,Katsina,Kusada,0,Kaikai,0,Keba Health Center,NHFR_2024,Public,Local Government,Primary,Health Post,12.5304649,7.9660117,GRID3_EHEALTH,11/11/2024,7.9660117,12.5304649
1395,d4df4742-136a-420b-8fed-5b646590759f,29820435,20/23/1/1/1/0013,Nigeria,NGA,Katsina,Kusada,0,Kafarda,1,Kafarda Maternity and  Child Health Clinic,NHFR_2024,Public,Unknown,Primary,Primary Health Center,12.4324083,8.0244133,GRID3_EHEALTH,11/11/2024,8.0244133,12.4324083
1396,74b2e7c8-25af-460d-8479-a68b4b7c7a0c,30265264,20/17/1/1/1/0061,Nigeria,NGA,Katsina,Kafur,0,Sabuwar Kasa,0,Dan Rimi Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.5754891,7.6901753,GRID3_EHEALTH,11/11/2024,7.6901753,11.5754891
1397,e2e26ea7-2e4e-446c-93ff-7dbc94bc2996,43641044,20/17/1/1/1/0060,Nigeria,NGA,Katsina,Kafur,0,Rugoji,0,Fako Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.8060799,7.7030085,GRID3_EHEALTH,11/11/2024,7.7030085,11.8060799
1398,8506b9d5-8ebf-4094-a940-9f0dbf55d129,51413401,05/01/1/1/1/0041,Nigeria,NGA,Bauchi,Alkaleri,0,Dan,0,Kunkar Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.924146582,10.10109911,GRID3_EHEALTH,11/11/2024,10.10109911,9.924146582
1399,f9c4478e-f2a8-475f-8a5a-2988b52b335e,63274308,20/17/1/1/1/0053,Nigeria,NGA,Katsina,Kafur,0,Mahuta Ward,0,Sabon Layin Suran Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.6710959,7.8168129,GRID3_EHEALTH,11/11/2024,7.8168129,11.6710959
1400,edc7525d-9c10-41c7-a932-f38b2fc93d41,13349074,20/17/1/1/1/0053,Nigeria,NGA,Katsina,Kafur,0,Gozaki,0,Sani A Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.4303493,7.573652,GRID3_EHEALTH,11/11/2024,7.573652,11.4303493
1401,757aaca0-400e-46a2-a7a3-7369bbc724e4,56945459,20/17/1/1/1/0064,Nigeria,NGA,Katsina,Kafur,0,Gamzago,0,Yantsamiya Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.8021311,7.7280517,GRID3_EHEALTH,11/11/2024,7.7280517,11.8021311
1402,e47fb879-a0f9-4465-8f98-4b02975dfdc8,14390668,20/28/1/1/1/0045,Nigeria,NGA,Katsina,Matazu,0,Mazoji B - Matazu,0,Bokolo Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.26794,7.58856,GRID3_EHEALTH,11/11/2024,7.58856,12.26794
1403,8f664e0f-2d6c-4686-a124-28fad88465cb,27264591,20/02/1/1/1/0072,Nigeria,NGA,Katsina,Batagarawa,0,Barawa,0,Shibdawa Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.95196667,7.503876667,GRID3_EHEALTH,11/11/2024,7.503876667,12.95196667
1404,8da4c9fe-a071-4e3e-a050-3350e4111e43,31894209,20/02/1/1/1/0054,Nigeria,NGA,Katsina,Batagarawa,0,Barawa,0,Shikar Gabi Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.93775167,7.48973,GRID3_EHEALTH,11/11/2024,7.48973,12.93775167
1405,0781e51c-f1b1-42db-80fe-8465e3605cae,70237893,20/02/1/1/1/0040,Nigeria,NGA,Katsina,Batagarawa,0,Bakiyawa,0,Kwaina Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.86273333,7.442746667,GRID3_EHEALTH,11/11/2024,7.442746667,12.86273333
1406,48095714-9f8b-4dc3-9c34-e14d5f2bfa0c,15913710,20/31/1/1/2/0057,Nigeria,NGA,Katsina,Sabuwa,0,Sabuwa A,0,Maryam Humaira Clinic,NHFR_2024,Private,For Profit,Primary,Primary Health Clinic,11.176225,7.1272267,GRID3_EHEALTH,11/11/2024,7.1272267,11.176225
1407,1fce6dab-da21-42ee-b75d-4fa7a2d0af72,68678748,20/21/1/1/1/0007,Nigeria,NGA,Katsina,Katsina,0,Kudu 2,0,Garama Health Clinic,NHFR_2024,Public,Local Government,Primary,Health Post,12.98241,7.610695,GRID3_EHEALTH,11/11/2024,7.610695,12.98241
4869,b1b5691b-e31a-4de1-b0d3-971b94e26c1e,59327741,01/10/1/1/2/0001,Nigeria,NGA,Abia,Ohafia,0,Ameke 2,1,Madonna Catholic Hospital,NHFR_2024,Private,For Profit,Secondary,Unknown,5.712951667,7.737,GRID3_EHEALTH,11/11/2024,7.737,5.712951667
1409,47db2d6f-2fc7-4e8e-9ec3-923230e58c9c,41434324,20/07/1/1/1/0023,Nigeria,NGA,Katsina,Dan Musa,0,Mara A,0,Mara Zamfarawa Health Post,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.23642,7.26104,GRID3_EHEALTH,11/11/2024,7.26104,12.23642
1410,6f8876a4-7d01-4716-bee1-43f7758d6780,55865880,25/07/1/1/2/0090,Nigeria,NGA,Nasarawa,Kokona,0,Kofar Gwari,0,Life  Care Kofargwari Clinic,NHFR_2024,Private,For Profit,Primary,Primary Health Clinic,8.689635458,8.007277147,GRID3_EHEALTH,11/11/2024,8.007277148,8.689635458
1411,94869723-56a0-41da-b809-103038a3346a,48052070,37/06/1/1/2/0234,Nigeria,NGA,Fct,Abuja Municipal Area Council,0,Gwarimpa,0,Peace Care Clinic,NHFR_2024,Private,Unknown,Primary,Primary Health Center,9.09887,7.40973,GRID3_EHEALTH,11/11/2024,7.40973,9.09887
1412,ef61cef9-ea82-4a0b-8bc6-a1d90d4fc15f,76202649,31/03/1/1/1/0074,Nigeria,NGA,Plateau,Bokkos,0,Tangur,0,Tangur Mom Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.2363,9.02469,GRID3_EHEALTH,11/11/2024,9.02469,9.2363
4872,bd841099-820d-4d5a-9ba9-f808212034ed,77021455,01/04/1/2/2/0003,Nigeria,NGA,Abia,Bende,0,Ugwueke,1,Royal Cross Methodist Hospital,NHFR_2024,Private,For Profit,Secondary,Unknown,5.802975,7.614026667,GRID3_EHEALTH,11/11/2024,7.614026667,5.802975
1414,bb6bd4d1-68a5-409c-87a9-293df4afe44e,60817991,31/17/1/1/1/0048,Nigeria,NGA,Plateau,Wase,0,Kumbur,0,Kumbur Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.068908691,9.941711425,GRID3_EHEALTH,11/11/2024,9.941711425,9.068908691
1415,beebf196-47d0-404c-ab8c-fae17f29bfff,48334193,25/07/1/1/1/0032,Nigeria,NGA,Nasarawa,Kokona,0,Hadari,1,Kurame Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,8.93122,8.08832,GRID3_EHEALTH,11/11/2024,8.08832,8.93122
1416,9a544b1d-4ce2-4beb-b6be-e67eb0760c98,53025427,25/08/1/1/1/0123,Nigeria,NGA,Nasarawa,Lafia,0,Arikya/Mankwar,0,Wayo Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,8.81075,8.75559,GRID3_EHEALTH,11/11/2024,8.75559,8.81075
1417,ef0fa660-cc30-4426-9e50-e083fffee12f,65083642,20/03/1/1/1/0030,Nigeria,NGA,Katsina,Batsari,1,Yau Yau/Mallamawa,1,Inwala Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.95718,7.38431,GRID3_EHEALTH,11/11/2024,7.38431,12.95718
1418,4ef94db5-86b8-4d53-82bc-91bb8d57ca82,19859866,20/26/1/1/1/0052,Nigeria,NGA,Katsina,Mani,0,Bujawa,0,Yaunawa Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.84782,8.051,GRID3_EHEALTH,11/11/2024,8.051,12.84782
1419,6a0edf80-1b4e-4a80-bc8a-733303e691be,68791390,20/05/1/1/1/0006,Nigeria,NGA,Katsina,Bindawa,0,Kamri,0,Bargai Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.66845,7.84395,NHFR_2024,11/11/2024,7.84395,12.66845
1420,9fbb1c1e-305d-4576-b428-707d27d4cb68,13937069,20/01/1/1/1/0040,Nigeria,NGA,Katsina,Bakori,0,Guga,0,Magoje Health Clinic,NHFR_2024,Public,Unknown,Primary,Primary Health Center,11.66157,7.353463333,GRID3_EHEALTH,11/11/2024,7.353463333,11.66157
1421,8de44b50-1556-4fd9-85b4-aad1f33fb9cb,58115170,11/08/1/1/1/0034,Nigeria,NGA,Ebonyi,Ishielu,0,Ezzagu 2,0,Aguobodo Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,6.274475098,7.718688965,GRID3_EHEALTH,11/11/2024,7.718688965,6.274475098
1422,f555f707-d14c-4088-959d-61f85bdef226,47785523,22/05/1/1/1/0043,Nigeria,NGA,Kogi,Dekina,0,Ojikpadala,0,Ojuwo Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,7.412127,7.16285,GRID3_EHEALTH,11/11/2024,7.16285,7.412127
1423,b278a028-3390-4e6f-bd54-3f73e0b84e16,39510096,22/10/1/1/1/0040,Nigeria,NGA,Kogi,Kabba/Bunu,0,Kajola Aiyeteju,0,St Mary'S Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,7.822739,6.073244,GRID3_EHEALTH,11/11/2024,6.073244,7.822739
4881,0f30ca83-ccb3-4482-ba02-cb6bfba87411,38351213,01/05/1/2/2/0002,Nigeria,NGA,Abia,Ikwuano,0,Ariam 2,1,St Michaels Catholic Ariam Elu Elu Hospital,NHFR_2024,Private,Unknown,Secondary,Unknown,5.333315,7.625135,GRID3_EHEALTH,11/11/2024,7.625135,5.333315
1425,046396a0-5494-497d-8651-7b98d046f0a6,40307673,25/04/1/1/1/0008,Nigeria,NGA,Nasarawa,Karu,0,Bagaji Agada,1,Bakin Kogi Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,8.973462367,7.782704064,GRID3_EHEALTH,11/11/2024,7.782704064,8.973462366
1426,dc95dfab-a122-468a-a707-ef7e1647a951,61165594,05/03/1/1/1/0003,Nigeria,NGA,Bauchi,Bogoro,0,Bar,0,Bar Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.69923634,9.58826477,GRID3_EHEALTH,11/11/2024,9.58826477,9.69923634
1427,f87642b4-12df-4032-a63b-42abc5834b46,75388219,05/20/1/1/1/0034,Nigeria,NGA,Bauchi,Zaki,0,Lodiyo,0,Ladari Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.36438,10.6674,GRID3_EHEALTH,11/11/2024,10.6674,12.36438
1428,c15d2db0-af48-480f-8537-78c68318259b,51361553,05/03/1/1/1/0004,Nigeria,NGA,Bauchi,Bogoro,0,Dutsen Lawan,0,Bazanshi Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.71484261,9.52908241,GRID3_EHEALTH,11/11/2024,9.52908241,9.71484261
1429,f6d07567-1762-4585-a8f4-5cdac1c4fcf2,59750410,05/03/1/1/1/0008,Nigeria,NGA,Bauchi,Bogoro,0,Lusa,0,Bongah Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.62672528,9.5616137,GRID3_EHEALTH,11/11/2024,9.5616137,9.62672528
1430,22ec118c-eb3f-4084-b588-c52ef72215ac,80386755,05/03/1/1/1/0027,Nigeria,NGA,Bauchi,Bogoro,0,Lusa,0,Mbal Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.59588623,9.61730957,GRID3_EHEALTH,11/11/2024,9.61730957,9.59588623
1431,660c0c83-414c-40c5-8ca2-e8476fa41874,53239411,05/15/1/1/1/0067,Nigeria,NGA,Bauchi,Ningi,0,Dingis,0,Gwam Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.21454,9.54327,GRID3_EHEALTH,11/11/2024,9.54327,11.21454
1432,7c65c08d-780c-47ed-bbab-d78802f86cc2,31320403,05/17/1/1/1/0082,Nigeria,NGA,Bauchi,Tafawa-Balewa,0,Kardam B,0,Maijuju Tasha Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.74327876,9.15765699,GRID3_EHEALTH,11/11/2024,9.15765699,9.74327876
1433,0d0cfe34-a6d9-4457-b7fa-16413d5fb750,76374852,05/17/1/1/1/0041,Nigeria,NGA,Bauchi,Tafawa-Balewa,0,Lere North,0,Sigdin Shehu Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.67997,9.2992,GRID3_EHEALTH,11/11/2024,9.2992,9.67997
1434,9fc11671-d724-49bf-9203-fe3448f9b958,38494693,05/17/1/1/1/0041,Nigeria,NGA,Bauchi,Tafawa-Balewa,0,Wai A,0,Gwashe Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.79235117,9.39999015,GRID3_EHEALTH,11/11/2024,9.39999015,9.79235117
1435,7fd71c0c-f615-4e6e-a7e6-816ab09d5428,63117894,05/17/1/1/1/0035,Nigeria,NGA,Bauchi,Tafawa-Balewa,0,Mball,0,Sabongida Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.91755979,9.81303009,GRID3_EHEALTH,11/11/2024,9.81303009,9.91755979
1436,fe533afc-7283-4fab-a93a-c1cf0af5e8c3,18765297,05/17/1/1/1/0013,Nigeria,NGA,Bauchi,Tafawa-Balewa,0,Dull B,0,Burga Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.80935007,9.84127743,GRID3_EHEALTH,11/11/2024,9.84127743,9.80935007
1437,4630d9c8-9e4f-4ba1-a0d3-cda21007d6b6,77324358,05/19/1/1/1/0001,Nigeria,NGA,Bauchi,Warji,0,Tiyin A,0,Aru Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.20189846,9.83237192,GRID3_EHEALTH,11/11/2024,9.83237192,11.20189846
1438,56fbda76-655c-46d2-a299-9a69511a35ce,55546480,05/01/1/1/1/0050,Nigeria,NGA,Bauchi,Alkaleri,0,Kungibar,0,Shira Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,10.05012109,10.2788768,GRID3_EHEALTH,11/11/2024,10.2788768,10.05012109
1439,9d7dbad5-1ed0-4f5d-9131-ed04ca87e554,46639873,05/07/1/1/1/0001,Nigeria,NGA,Bauchi,Gamawa,0,Marana,0,Marana Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.11917,10.7465,GRID3_EHEALTH,11/11/2024,10.7465,12.11917
1440,8875b18a-89b2-4948-a2c4-9e6552319b8b,65828171,05/12/1/1/1/0030,Nigeria,NGA,Bauchi,Katagum,0,Ragwam,0,Ragwam Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.7443473,10.10609343,GRID3_EHEALTH,11/11/2024,10.10609343,11.7443473
1441,fadf3570-0d2c-4894-98aa-61c91c7c44b7,80172334,05/15/1/1/1/0030,Nigeria,NGA,Bauchi,Ningi,0,Dingis,0,Katsinawa Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.14180342,9.54424276,GRID3_EHEALTH,11/11/2024,9.54424276,11.14180342
4889,0ecb7769-dc04-4705-8618-2071d48b3b3e,74145406,01/07/1/2/2/0102,Nigeria,NGA,Abia,Isiala-Ngwa North,0,Aku-Na Ekpu 1,1,Teresa Orsini Clinic,NHFR_2024,Private,Not For Profit,Secondary,Unknown,5.335,7.480201667,GRID3_EHEALTH,11/11/2024,7.480201667,5.335
11557,fd6a40d4-c7b5-420b-a677-29fa3d904166,52367144,01/02/1/2/2/0052,Nigeria,NGA,Abia,Aba South,0,Igwebuike,1,Rhema Hospital Clinic,NHFR_2024,Private,Unknown,Secondary,Unknown,5.075073242,7.355529785,GRID3_EHEALTH,11/11/2024,7.355529785,5.075073242
11560,68366729-295f-45f0-ae10-f72bf02931c0,63153499,01/16/1/2/2/0003,Nigeria,NGA,Abia,Umuahia South,0,Ubakala A,0,S D A Hospital,NHFR_2024,Private,For Profit,Secondary,Unknown,5.475097656,7.440124512,GRID3_EHEALTH,11/11/2024,7.440124512,5.475097656
11565,c633ec94-c7c0-48c3-8149-7344d2c90072,73200151,01/11/1/2/1/0001,Nigeria,NGA,Abia,Osisioma Ngwa,0,Ode-Ukwu,1,Government Cottage Hospital,NHFR_2024,Public,Unknown,Secondary,Unknown,5.133728027,7.335693359,GRID3_EHEALTH,11/11/2024,7.335693359,5.133728027
11595,08b71383-1ab8-4894-a9c2-87cf58e8365f,80602249,01/15/1/2/2/0004,Nigeria,NGA,Abia,Umuahia North,0,Urban 4,1,Christiana Dental Hospital,NHFR_2024,Private,Unknown,Secondary,Unknown,5.526306153,7.496276856,GRID3_EHEALTH,11/11/2024,7.496276856,5.526306153
12457,b750ef13-78ec-43c0-b0ed-8e4ed217170d,83378934,01/12/1/1/2/0014,Nigeria,NGA,Abia,Ugwunagbo,0,Nkpukpuevula,1,St John Jesus Hospital,NHFR_2024,Private,For Profit,Secondary,Unknown,5.075317383,7.380126953,GRID3_EHEALTH,11/11/2024,7.380126953,5.075317383
1448,c165198a-7e99-4e5d-8860-fdff547f5b9f,47226302,05/02/1/1/1/0094,Nigeria,NGA,Bauchi,Bauchi,0,Zungur,0,Zungur Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.970012,9.788665,GRID3_EHEALTH,11/11/2024,9.788665,9.970012
14090,4237dc4f-30cc-48d1-a435-004b18a52562,86201607,01/15/1/2/2/0103,Nigeria,NGA,Abia,Umuahia North,0,Ogoja Urban 2,1,Life Gate Hospital,NHFR_2024,Private,For Profit,Secondary,Unknown,5.52655,7.4967,GRID3_EHEALTH,11/11/2024,7.4967,5.52655
14093,3ac3c5de-59ab-452c-8869-9dad9032d14d,70139269,01/16/1/2/2/0005,Nigeria,NGA,Abia,Umuahia South,1,Ahiaukwu A,1,Vinific Hospital,NHFR_2024,Private,For Profit,Secondary,Unknown,5.50251,7.49825,GRID3_EHEALTH,11/11/2024,7.49825,5.50251
1451,e8e84c27-7454-449e-8225-40172321eaf1,28154065,05/10/1/1/1/0026,Nigeria,NGA,Bauchi,Itas/Gadau,0,Mashema,0,Majiya Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.83559,9.897394,GRID3_EHEALTH,11/11/2024,9.897394,11.83559
1452,9ec32c38-e1f6-4334-a162-40d52d61d422,48408174,05/05/1/1/1/0032,Nigeria,NGA,Bauchi,Darazo,0,Lago,0,Lago Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.18173033,10.48927149,GRID3_EHEALTH,11/11/2024,10.48927149,11.18173033
1453,9f94321a-8353-4b60-9eff-bdf1916504bf,64776048,37/02/1/1/2/0013,Nigeria,NGA,Fct,Bwari,0,Usuma,1,Divine Mercy Hospital & Diag Centre,NHFR_2024,Private,Unknown,Primary,Primary Health Center,9.153503418,7.349914551,GRID3_EHEALTH,11/11/2024,7.349914551,9.153503418
1454,f568b745-2380-4a09-adae-7c319adaa4a2,37233842,15/03/1/1/1/0025,Nigeria,NGA,Gombe,Billiri,0,Tal,0,Kwiwulang Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,9.7654,11.11696,GRID3_EHEALTH,11/11/2024,11.11696,9.7654
1455,b06710c1-d4d9-4cac-8438-0cf597a310b6,63702994,15/03/1/1/1/0068,Nigeria,NGA,Gombe,Billiri,0,Banganje North,0,Sabon Layi Primary Health Care Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,9.90005,11.09375,GRID3_EHEALTH,11/11/2024,11.09375,9.90005
1456,d050c278-a6ab-4115-bc3e-e52e6a5ca2da,75483045,15/11/1/1/1/0001,Nigeria,NGA,Gombe,Yamaltu/Deba,0,Nono/Kunnuwal/W/Birdaka,0,Boltongo Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,10.16563,11.31833,GRID3_EHEALTH,11/11/2024,11.31833,10.16563
1457,c7332cd8-1950-4c5a-b89e-34e8b2ab78d4,33782959,15/03/1/1/1/0030,Nigeria,NGA,Gombe,Billiri,0,Banganje South,0,Lakarai Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,9.84008789,11.19232178,GRID3_EHEALTH,11/11/2024,11.19232178,9.84008789
1458,4c3e20f5-bc5a-408e-8139-06724a017193,20770488,15/03/1/1/1/0033,Nigeria,NGA,Gombe,Billiri,0,Billiri North,0,Lasale Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.950283977,11.21101328,GRID3_EHEALTH,11/11/2024,11.21101328,9.950283977
1459,beabe487-a80c-4dc0-a54d-a76d1bc3934a,16666191,15/10/1/1/1/0046,Nigeria,NGA,Gombe,Shongom,0,Lalaipido,0,Tedmukzu Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,9.684082031,11.20288086,GRID3_EHEALTH,11/11/2024,11.20288086,9.684082031
